x			y			u
0.000000	0.000000	0.000000
1.000000	0.000000	1.000000
2.000000	0.000000	2.000000
0.707107	0.500000	1.207107
1.707107	0.500000	2.208274
2.707107	0.500000	3.207107
1.000000	1.000000	2.000000
2.000000	1.000000	3.000000
3.000000	1.000000	4.000000

0.000000	0.000000
0.250000	0.000000
0.500000	0.000000
0.750000	0.000000
1.000000	0.000000
1.250000	0.000000
1.500000	0.000000
1.750000	0.000000
2.000000	0.000000
0.353553	0.125000
0.603553	0.125000
0.853553	0.125000
1.103553	0.125000
1.353553	0.125000
1.603553	0.125000
1.853553	0.125000
2.103553	0.125000
2.353553	0.125000
0.500000	0.250000
0.750000	0.250000
1.000000	0.250000
1.250000	0.250000
1.500000	0.250000
1.750000	0.250000
2.000000	0.250000
2.250000	0.250000
2.500000	0.250000
0.612372	0.375000
0.862372	0.375000
1.112372	0.375000
1.362372	0.375000
1.612372	0.375000
1.862372	0.375000
2.112372	0.375000
2.362372	0.375000
2.612372	0.375000
0.707107	0.500000
0.957107	0.500000
1.207107	0.500000
1.457107	0.500000
1.707107	0.500000
1.957107	0.500000
2.207107	0.500000
2.457107	0.500000
2.707107	0.500000
0.790569	0.625000
1.040569	0.625000
1.290569	0.625000
1.540569	0.625000
1.790569	0.625000
2.040569	0.625000
2.290569	0.625000
2.540569	0.625000
2.790569	0.625000
0.866025	0.750000
1.116025	0.750000
1.366025	0.750000
1.616025	0.750000
1.866025	0.750000
2.116025	0.750000
2.366025	0.750000
2.616025	0.750000
2.866025	0.750000
0.935414	0.875000
1.185414	0.875000
1.435414	0.875000
1.685414	0.875000
1.935414	0.875000
2.185414	0.875000
2.435414	0.875000
2.685414	0.875000
2.935414	0.875000
1.000000	1.000000
1.250000	1.000000
1.500000	1.000000
1.750000	1.000000
2.000000	1.000000
2.250000	1.000000
2.500000	1.000000
2.750000	1.000000
3.000000	1.000000
